instance_id,severity,task_labels,primary_label,label_count,patch_hunks_total,patch_unrelated,has_excess_patch,tests_total,tests_unrelated,has_excess_test,has_modified_tests,vague_spec_score,legitimacy,suggested_fix,mentioned_entities,recommendations 
instance_flipt-io__flipt-967855b429f749c28c112b8cb1b15bc79157f973,SEVERE,approach_lock;excess_tests;underspec,approach_lock,3,21,1,True,23,4,True,False,0.3000,enhancement,Add a `reason` field to the `EvaluationResponse` payload that explains why the request evaluated to the given result.,EvaluationResponse,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 5 OFF_TOPIC assertions; 4 UNRELATED tests beyond problem scope.
instance_NodeBB__NodeBB-82562bec444940608052f3e4149e0c61ec80bf3f-vd59a5728dfc977f44533186ace531248c2917516,SEVERE,excess_patch;underspec;approach_lock,excess_patch,3,4,2,True,1,0,False,False,0.1500,bug,"Apply the same read-permission checks to `getUpvoters` as are required to read the post itself, and for non-administrators deny the request unless they have read access to the relevant category, or to",getUpvoters,EXCESS_PATCH: 2 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 1 circular dependency(ies) — tests [test/posts.js | Post's voting should fail to get upvoters if user does not have read privilege] require UNRELATED patch hunks to pass.
instance_internetarchive__openlibrary-6a117fab6c963b74dc1ba907d838e74f76d34a4b-v13642507b4fc1f8d234172bf8129942da2c2ca26,SEVERE,excess_patch;excess_tests;underspec,excess_patch,3,13,10,True,1,1,True,False,0.3000,bug,,,EXCESS_PATCH: 10 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 1 UNRELATED tests beyond problem scope.
instance_ansible__ansible-d58e69c82d7edd0583dd8e78d76b075c33c3151e-v173091e2e36d38c978002990795f66cfc0af30ad,SEVERE,approach_lock;excess_tests;excess_patch;underspec,underspec,4,31,1,True,2,0,True,False,0.5000,bug,"Have Ansible's modules and underlying HTTP utilities detect the `Content-Encoding: gzip` header and transparently decompress the response before returning it to playbooks, unless decompression is expl",,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 3 OFF_TOPIC assertions beyond problem scope.; VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_qutebrowser__qutebrowser-8f46ba3f6dc7b18375f7aa63c48a1fe461190430-v2ef375ac784985212b1805e1d0431dc8f1b3c171,CLEAN,clean,clean,1,4,0,False,7,0,False,False,0.2000,bug,"Add a `--untrusted-args` flag that enables strict validation: allow only one following argument, treat it as a URL or search term, and reject multiple arguments or any argument beginning with `-` or `",,No contamination signals detected.
instance_protonmail__webclients-df60460f163fd5c34e844ab9015e3176f1ab1ac0,MINOR,underspec,underspec,1,15,0,False,1,0,False,False,0.5000,enhancement,"Abstract the verification logic into reusable and injectable functions/handlers that consumers can create once and reuse across components, and decouple modal creation from `createPaymentToken`.",createPaymentToken;PaymentVerificationModal,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_ansible__ansible-949c503f2ef4b2c5d668af0492a5c0db1ab86140-v0f01c69f1e2528b935359cfe578530722bca2c59,SEVERE,excess_tests;sneaky_edit;underspec;excess_patch,excess_tests,4,26,1,True,5,2,True,True,0.2000,bug,"Update `ansible-config dump` to emit a `GALAXY_SERVERS` section listing each configured server and its options, include value and origin metadata, mark missing required options as `REQUIRED`, and appl",ansible.cfg,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 2 UNRELATED tests beyond problem scope.
instance_flipt-io__flipt-524f277313606f8cd29b299617d6565c01642e15,SEVERE,approach_lock;excess_tests;sneaky_edit,approach_lock,3,19,0,False,5,1,True,True,0.3000,feature_request,"Allow `segment` to support two possible structures: either a single string or an object that includes a list of `keys` and an `operator`, rather than introducing a separate field for complex segments.",,EXCESS_TEST: 1 UNRELATED tests beyond problem scope.
instance_qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,SEVERE,approach_lock;sneaky_edit,approach_lock,2,5,1,True,7,0,False,True,0.2000,enhancement,Add an optional --include-hidden flag to :config-diff so that specifying it includes internal and hidden configuration settings in the output.,,"EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 3 circular dependency(ies) — tests [test_default_config, test_dump_userconfig, test_dump_userconfig] require UNRELATED patch hunks to pass."
instance_internetarchive__openlibrary-fdbc0d8f418333c7e575c40b661b582c301ef7ac-v13642507b4fc1f8d234172bf8129942da2c2ca26,SEVERE,approach_lock;excess_patch,excess_patch,2,9,5,True,1,0,False,False,0.1000,bug,,,EXCESS_PATCH: 5 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 1 circular dependency(ies) — tests [test_dummy_data_to_satisfy_parse_data_is_removed] require UNRELATED patch hunks to pass.
instance_ansible__ansible-42355d181a11b51ebfc56f6f4b3d9c74e01cb13b-v1055803c3a812189a1133297f7f5468579283f86,MODERATE,excess_tests;sneaky_edit,excess_tests,2,14,1,True,13,11,True,True,0.3000,bug,"Update `TaskExecutor` so that `delegate_to` is resolved before loop processing starts, and ensure both `delegate_to` and `loop` are calculated only once per task execution.",TaskExecutor,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 11 UNRELATED tests beyond problem scope.
instance_navidrome__navidrome-5e549255201e622c911621a7b770477b1f5a89be,CLEAN,clean,clean,1,21,0,False,1,0,False,False,0.3000,enhancement,Introduce a many-to-many album-genre relation so albums persist a `Genres` collection derived from track genres; update Genre repository counting to use those relations; hydrate `Genres` in album read,GetStarred;GetAll;filter.Starred;Get;FindByArtist;GetRandom;Album;Artist;MediaFile,No contamination signals detected.
instance_element-hq__element-web-ce554276db97b9969073369fefa4950ca8e54f84-vnan,MINOR,unclear_spec,unclear_spec,1,2,0,False,6,0,False,False,0.4500,bug,,,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_NodeBB__NodeBB-4327a09d76f10a79109da9d91c22120428d3bdb9-vnan,MINOR,underspec,underspec,1,10,0,False,1,0,False,False,0.3000,feature_request,"Make both `db.getObject` and `db.getObjects` accept an optional `fields` parameter; if it is empty, return full objects, and if it is provided, return only the requested fields.",getObject;getObjects,No contamination signals detected.
instance_element-hq__element-web-27139ca68eb075a4438c18fca184887002a4ffbc-vnan,MINOR,underspec,underspec,1,3,0,False,2,0,False,False,0.5600,enhancement,Move the selection/range handling out of `useSelection` into a dedicated shared utility.,useSelection,VAGUE_SPEC: Problem statement has significant ambiguity.
instance_ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d-v0f01c69f1e2528b935359cfe578530722bca2c59,MINOR,underspec,underspec,1,3,0,False,1,0,False,False,0.3000,bug,"Check the finder type before passing a path to find_module, and use modern find_spec() / exec_module() behavior with an appropriate fallback when a finder is incompatible or find_spec() returns None.",find_module;find_spec;exec_module;load_module;FileFinder;AttributeError;NoneType,No contamination signals detected.
instance_NodeBB__NodeBB-6489e9fd9ed16ea743cc5627f4d86c72fbdb3a8a-v2c59007b1005cd5cd14cbb523ca5229db1fd2dd8,MINOR,excess_patch;underspec,excess_patch,2,10,1,True,10,0,False,False,0.3000,bug,"Adopt a single canonical upload path format using the ""files/"" prefix across the app, normalize existing content to continue resolving, and make deletion constrained to the uploads/files area while ac",,"EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 10 circular dependency(ies) — tests [test/posts/uploads.js | upload methods .isOrphan() should return false if upload is not an orphan, test/posts/uploads.js | upload methods .associate() should add an image to the post's maintained list of uploads, test/posts/uploads.js | upload methods .associate() should allow arrays to be passed in, test/posts/uploads.js | upload methods .associate() should save a reverse association of md5sum to pid, test/posts/uploads.js | upload methods .associate() should not associate a file that does not exist on the local disk, test/posts/uploads.js | upload methods .dissociate() should remove an image from the post's maintained list of uploads, test/posts/uploads.js | upload methods .dissociate() should allow arrays to be passed in, test/posts/uploads.js | upload methods .deleteFromDisk() should work if you pass in a string path, test/posts/uploads.js | upload methods .deleteFromDisk() should delete the files passed in, from disk, test/posts/uploads.js | upload methods .deleteFromDisk() should delete files even if they are not orphans] require UNRELATED patch hunks to pass."
instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,SEVERE,approach_lock;unclear_spec;sneaky_edit,approach_lock,3,8,0,False,4,0,False,True,0.3000,bug,"Avoid embedding user input directly in composed Solr strings; instead expose the original work query and derived edition-level query as explicit parameters, and normalize all `edition_key` inputs into",,No contamination signals detected.
instance_future-architect__vuls-a76302c11174ca081f656c63a000ffa746e350af,MINOR,underspec,underspec,1,6,0,False,3,0,False,False,0.3000,bug,"Add explicit model storage for CVSS v4.0 metrics, parse NVD CVSS v4.0 data during conversion, persist it alongside existing v2/v3 fields, and update aggregation to surface CVSS v4.0 results from both ",,No contamination signals detected.
instance_flipt-io__flipt-e88e93990e3ec1e7697754b423decc510d5dd5fe,SEVERE,excess_tests;approach_lock,excess_tests,2,20,0,False,14,5,True,False,0.2000,feature_request,"Include the flag key name in each EvaluationResponse returned from batch evaluation. The reporter mentions using `request_id` as the flag key as a workaround, but prefers the flag key to be present di",EvaluationRequest;EvaluationRequests;EvaluationResponse,EXCESS_TEST: 1 OFF_TOPIC assertions; 5 UNRELATED tests beyond problem scope.
instance_flipt-io__flipt-65581fef4aa807540cb933753d085feb0d7e736f,SEVERE,approach_lock;excess_tests;excess_patch;underspec,excess_tests,4,30,3,True,8,1,True,True,0.4000,feature_request,"Implement anonymous telemetry that periodically emits a usage event from each running host, including a unique anonymous identifier and the software version, excluding PII such as IP address or hostna",,EXCESS_PATCH: 3 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 19 OFF_TOPIC assertions; 1 UNRELATED tests beyond problem scope.; VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_gravitational__teleport-87a593518b6ce94624f6c28516ce38cc30cbea5a,MODERATE,excess_tests,excess_tests,1,2,0,False,19,0,True,False,0.3000,feature_request,"Extend the `connection_diagnostic` endpoint/flow to support SQL Server connection tests and return categorized errors for connection refused, authentication failure, and invalid database name cases.",connection_diagnostic,EXCESS_TEST: 2 OFF_TOPIC assertions beyond problem scope.
instance_element-hq__element-web-f14374a51c153f64f313243f2df6ea4971db4e15,SEVERE,approach_lock;excess_tests;excess_patch;underspec,excess_patch,4,41,30,True,1,0,False,False,0.4000,enhancement,"Update the replacement notice in the Message Composer to use semantic HTML markup, such as paragraph elements, with clear readable text that explicitly says the room has been replaced, instead of rely",.mx_MessageComposer_roomReplaced_header,EXCESS_PATCH: 30 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 1 circular dependency(ies) — tests [/app/test/components/views/rooms/MessageComposer-test.tsx | MessageComposer | Does not render a SendMessageComposer or MessageComposerButtons when room is tombstoned] require UNRELATED patch hunks to pass.; VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_ansible__ansible-29aea9ff3466e4cd2ed00524b9e56738d568ce8b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,SEVERE,underspec;approach_lock,underspec,2,4,1,True,4,0,False,False,0.5000,enhancement,"Introduce a configurable mechanism in `keyed_groups` to replace empty values with a default value when deriving names from strings, lists, and dictionaries, plus a separate configurable mechanism for ",tag_inventory.yml;constructed.yml,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_protonmail__webclients-bf2e89c0c488ae1a87d503e5b09fe9dd2f2a635f,MINOR,underspec,underspec,1,28,0,False,1,0,False,False,0.4000,bug,"Disable permission-changing, event-default, notification, and sharing controls based on `canEdit`/`canShare`, keep the current settings visible in read-only form, and leave member removal enabled.",,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_future-architect__vuls-ca3f6b1dbf2cd24d1537bfda43e788443ce03a0c,SEVERE,approach_lock;excess_tests;sneaky_edit;excess_patch,approach_lock,4,27,4,True,19,3,True,True,0.3000,feature_request,,,"EXCESS_PATCH: 4 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 3 UNRELATED tests beyond problem scope.; CROSS_REF: 11 circular dependency(ies) — tests [TestEOL_IsStandardSupportEnded/Oracle_Linux_9_supported, TestGetCveIDsFromChangelog, TestParseChangelog, TestParseChangelog/vlc, TestParseChangelog/realvnc-vnc-server, TestSplitIntoBlocks, TestParseBlock, TestParseYumCheckUpdateLine, TestParseYumCheckUpdateLines, TestParseYumCheckUpdateLinesAmazon, TestViaHTTP] require UNRELATED patch hunks to pass."
instance_gravitational__teleport-37c3724d0d6637e959e39408ee351565d73afe71-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,MINOR,excess_patch;underspec,excess_patch,2,12,1,True,1,0,False,False,0.3000,bug,"Marshal binary data using its proper binary type (`[]byte`) instead of string, and keep support for legacy string-encoded values by falling back to legacy parsing when reading.",,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.
instance_protonmail__webclients-8142704f447df6e108d53cab25451c8a94976b92,MINOR,underspec,underspec,1,21,0,False,13,0,False,False,0.3500,enhancement,"Create a single dedicated constants module that exposes calendar enums and fixed values (types, visibility, limits, view settings, subscription states) and update all consumers to import from that mod",,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_future-architect__vuls-4c04acbd9ea5b073efe999e33381fa9f399d6f27,CLEAN,clean,clean,1,27,0,False,3,0,False,False,0.3000,enhancement,"Have diff reports label newly detected vulnerabilities with (+) and resolved vulnerabilities with (-), and add a user-configurable option to display only new vulnerabilities, only resolved vulnerabili",,No contamination signals detected.
instance_internetarchive__openlibrary-03095f2680f7516fca35a58e665bf2a41f006273-v8717e18970bcdc4e0d2cea3b1527752b21e74866,CLEAN,clean,clean,1,2,0,False,2,0,False,False,0.2000,bug,Include both current and previous document keys in the reindexing process so the previous/source work is reindexed when an edition is moved.,,No contamination signals detected.
instance_protonmail__webclients-2f66db85455f4b22a47ffd853738f679b439593c,CLEAN,clean,clean,1,5,0,False,3,0,False,False,0.3000,bug,,,No contamination signals detected.
instance_gravitational__teleport-ad41b3c15414b28a6cec8c25424a19bfa7abd0e9-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,SEVERE,approach_lock;excess_tests;excess_patch,excess_patch,3,16,2,True,8,0,True,True,0.3000,bug,"When rendering resource tables, have one column (typically ""Labels"") consume the remaining terminal space dynamically, truncate that column with an ellipsis when needed, cap other columns based on ter",,"EXCESS_PATCH: 2 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 1 OFF_TOPIC assertions beyond problem scope.; CROSS_REF: 5 circular dependency(ies) — tests [TestMakeTableWithTruncatedColumn/column2, TestMakeTableWithTruncatedColumn/column3, TestMakeTableWithTruncatedColumn/no_column_match, TestFullTable, TestHeadlessTable] require UNRELATED patch hunks to pass."
instance_ansible__ansible-bf98f031f3f5af31a2d78dc2f0a58fe92ebae0bb-v1055803c3a812189a1133297f7f5468579283f86,CLEAN,clean,clean,1,8,3,True,4,0,False,False,0.3000,bug,Introduce deterministic sanitization utilities used before logging/serialization: one that recursively sanitizes mapping keys with ignore-list support while passing through non-mapping values unchange,,EXCESS_PATCH: 3 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 1 circular dependency(ies) — tests [test_strings_to_remove] require UNRELATED patch hunks to pass.
instance_protonmail__webclients-d8ff92b414775565f496b830c9eb6cc5fa9620e6,SEVERE,approach_lock;excess_patch;underspec,underspec,3,17,1,True,14,0,False,False,0.2000,bug,,,"EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 14 circular dependency(ies) — tests [src/app/zustand/share/invitations.store.test.ts | internal invitations should set and get share invitations, src/app/zustand/share/invitations.store.test.ts | internal invitations should return empty array for non-existent share invitations, src/app/zustand/share/invitations.store.test.ts | internal invitations should remove share invitations, src/app/zustand/share/invitations.store.test.ts | internal invitations should update share invitations permissions, src/app/zustand/share/invitations.store.test.ts | external invitations should set and get external share invitations, src/app/zustand/share/invitations.store.test.ts | external invitations should return empty array for non-existent external share invitations, src/app/zustand/share/invitations.store.test.ts | external invitations should remove external share invitations, src/app/zustand/share/invitations.store.test.ts | external invitations should update external share invitations, src/app/zustand/share/invitations.store.test.ts | multiple invitations operations should add multiple share invitations, src/app/zustand/share/members.store.test.ts | setShareMembers should set members for a share, src/app/zustand/share/members.store.test.ts | setShareMembers should override existing members when setting new ones, src/app/zustand/share/members.store.test.ts | getShareMembers should return members for an existing share, src/app/zustand/share/members.store.test.ts | getShareMembers should return empty array for non-existent share, src/app/zustand/share/members.store.test.ts | multiple shares handling should handle multiple shares independently] require UNRELATED patch hunks to pass."
instance_internetarchive__openlibrary-3f580a5f244c299d936d73d9e327ba873b6401d9-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,SEVERE,sneaky_edit;approach_lock;excess_patch;underspec,underspec,4,11,3,True,2,0,False,True,0.4000,bug,"Define constant-like/predefined collections as immutable sequences, and have collection-accepting public handlers normalize any iterable input to a consistent immutable sequence before forwarding it.",,EXCESS_PATCH: 3 hunk(s) modify code unrelated to the problem description.; VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_internetarchive__openlibrary-7bf3238533070f2d24bafbb26eedf675d51941f6-v08d8e8889ec945ab821fb156c04c7d2e2810debb,MINOR,underspec,underspec,1,27,0,False,43,0,False,False,0.2000,enhancement,"Add a DataProvider method that returns a typed, Solr-ready summary of reading-log counts; add the four optional count fields to the SolrDocument type; and merge that summary into each work's Solr docu",DataProvider;SolrDocument,No contamination signals detected.
instance_tutao__tutanota-de49d486feef842101506adf040a0f00ded59519-v10a26bfb45a064b93f4fc044a0254925037b88f1,MINOR,unclear_spec,unclear_spec,1,4,0,False,1,0,False,False,0.5000,bug,Automatically detect `CryptoError` during the `decrypt` process and invalidate the affected credentials so the user can re-authenticate.,decrypt;NativeCredentialsEncryption;CryptoError;KeyPermanentlyInvalidatedError,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_ansible__ansible-5d253a13807e884b7ce0b6b57a963a45e2f0322c-v1055803c3a812189a1133297f7f5468579283f86,SEVERE,excess_tests;sneaky_edit;approach_lock;excess_patch,excess_tests,4,4,2,True,3,1,True,True,0.3000,bug,,lookup,EXCESS_PATCH: 2 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 2 OFF_TOPIC assertions; 1 UNRELATED tests beyond problem scope.; CROSS_REF: 1 circular dependency(ies) — tests [test] require UNRELATED patch hunks to pass.
instance_flipt-io__flipt-b2170346dc37cf42fda1386cd630f24821ad2ac5,MINOR,underspec,underspec,1,6,1,True,6,0,False,False,0.2000,enhancement,"Add support for token as a resource type in audit logging and have the system log relevant token actions, including creation and deletion.",,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.
instance_flipt-io__flipt-7161f7b876773a911afdd804b281e52681cb7321,SEVERE,approach_lock;underspec,underspec,2,10,2,True,3,0,False,True,0.2000,bug,"During startup, load the default config first, then apply any environment-variable overrides, then start the server.",,EXCESS_PATCH: 2 hunk(s) modify code unrelated to the problem description.
instance_ansible__ansible-ecea15c508f0e081525be036cf76bbb56dbcdd9d-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,MODERATE,excess_tests;sneaky_edit,excess_tests,2,12,2,True,8,3,True,True,0.3800,enhancement,,requirements.yml;/home/jborean/dev/fake-galaxy/requirements.yml,EXCESS_PATCH: 2 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 2 OFF_TOPIC assertions; 3 UNRELATED tests beyond problem scope.; VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_internetarchive__openlibrary-0a90f9f0256e4f933523e9842799e39f95ae29ce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,SEVERE,approach_lock;excess_tests;sneaky_edit;excess_patch;underspec,excess_tests,5,5,1,True,17,12,True,True,0.2000,bug,"When no MARC record is present, parse the IA `publisher` metadata so the text before `:` is split on `;` into `publish_places`, and the publisher name after `:` is stored in `publishers`.",ImportAPI,"EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 10 OFF_TOPIC assertions; 12 UNRELATED tests beyond problem scope.; CROSS_REF: 4 circular dependency(ies) — tests [test_normalize_isbn_returns_None, test_isbn_13_to_isbn_10, test_isbn_10_to_isbn_13, test_opposite_isbn] require UNRELATED patch hunks to pass."
instance_protonmail__webclients-6e165e106d258a442ae849cdf08260329cb92d39,MINOR,excess_patch;underspec,excess_patch,2,20,1,True,7,0,False,False,0.3500,bug,,,"EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 7 circular dependency(ies) — tests [containers/payments/RenewalNotice.test.tsx | regular subscription renew should display the correct renewal date, containers/payments/RenewalNotice.test.tsx | regular subscription renew should use period end date if custom billing is enabled, containers/payments/RenewalNotice.test.tsx | regular subscription renew should use the end of upcoming subscription period if scheduled subscription is enabled, containers/payments/RenewalNotice.test.tsx | vpn2024 special renew cycle should display special renewal notice for vpn2024 3 months, containers/payments/RenewalNotice.test.tsx | vpn2024 special renew cycle should display special renewal notice for vpn2024 1 months, containers/payments/RenewalNotice.test.tsx | one time coupons should apply it for 12m vpnpass bundle, containers/payments/RenewalNotice.test.tsx | one time coupons should apply it for 1m mail offer] require UNRELATED patch hunks to pass.; VAGUE_SPEC: Problem statement has moderate ambiguity."
instance_internetarchive__openlibrary-3c48b4bb782189e0858e6c3fc7956046cf3e1cfb-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,CLEAN,clean,clean,1,5,0,False,3,0,False,False,0.3000,bug,"Fix the logic that uses `041$a` as a fallback for a missing `008` language, update the import process so all languages from `041` are imported instead of just one, and add parsing support for subfield",equalsign_title.mrc;zweibchersatir01horauoft_marc.xml;zweibchersatir01horauoft_meta.mrc,No contamination signals detected.
instance_ansible__ansible-d62496fe416623e88b90139dc7917080cb04ce70-v0f01c69f1e2528b935359cfe578530722bca2c59,CLEAN,clean,clean,1,5,1,True,4,0,False,False,0.2000,bug,"Tighten parsing with a stricter regular expression, validate units explicitly against a predefined mapping, and properly reject non-ASCII and other invalid characters rather than truncating.",human_to_bytes;ValueError,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.
instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a,MODERATE,excess_tests;underspec,excess_tests,2,10,1,True,3,2,True,True,0.3000,bug,"Add built-in graceful handling that retries HTTP 429, 500, and 502 responses for a bounded period before failing, and emit a task warning when retries happened due to rate limiting that includes the r",,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 2 UNRELATED tests beyond problem scope.
instance_qutebrowser__qutebrowser-0833b5f6f140d04200ec91605f88704dd18e2970-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,MINOR,excess_patch;underspec,excess_patch,2,5,4,True,1,0,False,True,0.1000,bug,Change the WebKit `NetworkReply` implementation so the error-reply construction path connects/emits `errorOccurred` instead of `error`.,error;errorOccurred;NetworkReply,EXCESS_PATCH: 4 hunk(s) modify code unrelated to the problem description.
instance_tutao__tutanota-fbdb72a2bd39b05131ff905780d9d4a2a074de26-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,MINOR,underspec,underspec,1,12,0,False,2,0,False,False,0.3000,bug,Update the visibility check for referral-related components so that it accounts for customer type and hides them for business customers.,ReferralLinkNews,No contamination signals detected.
instance_element-hq__element-web-459df4583e01e4744a52d45446e34183385442d6-vnan,CLEAN,clean,clean,1,10,0,False,16,0,False,False,0.2000,bug,"On starting a voice broadcast recording, automatically stop and clear any ongoing playback first.",,No contamination signals detected.
instance_NodeBB__NodeBB-97c8569a798075c50e93e585ac741ab55cb7c28b-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,CLEAN,clean,clean,1,2,0,False,1,0,False,False,0.3000,bug,,,No contamination signals detected.
instance_ansible__ansible-5640093f1ca63fd6af231cc8a7fb7d40e1907b8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,SEVERE,underspec;approach_lock,underspec,2,6,1,True,5,0,False,True,0.3000,bug,"Resolve the actual underlying module using the loaded plugin's redirection information, then apply `module_defaults` for that resolved module to the final arguments. For `gather_facts`, preserve `smar",,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.
instance_internetarchive__openlibrary-7f6b722a10f822171501d027cad60afe53337732-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,SEVERE,approach_lock;excess_patch;excess_tests,excess_patch,3,37,14,True,8,4,True,True,0.3000,bug,Ensure raw user queries are normalized and escaped before reaching Solr in the unified `WorkSearchScheme.process_user_query` path.,process_user_query;SearchScheme;WorkSearchScheme,"EXCESS_PATCH: 14 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 4 UNRELATED tests beyond problem scope.; CROSS_REF: 8 circular dependency(ies) — tests [test_process_user_query, test_process_user_query, test_process_user_query, test_process_user_query, test_process_user_query, test_process_user_query, test_process_user_query, test_process_user_query] require UNRELATED patch hunks to pass."
instance_internetarchive__openlibrary-c05ccf2cd8baa81609434e0e35c4a63bc0da5a25-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,MINOR,underspec,underspec,1,2,0,False,2,0,False,True,0.4000,bug,"Update `format_languages`/language import handling so it does not depend on `web.ctx`, accepts common valid language representations case-insensitively, normalizes them to canonical Open Library langu",format_languages,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_NodeBB__NodeBB-6ea3b51f128dd270281db576a1b59270d5e45db0-vnan,SEVERE,unclear_spec;approach_lock,unclear_spec,2,4,0,False,2,0,False,False,0.5000,feature_request,Add a common bulk increment method for sorted sets across all supported database backends that batches updates whenever possible and returns the updated scores for each entry.,,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_qutebrowser__qutebrowser-9ed748effa8f3bcd804612d9291da017b514e12f-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,MODERATE,sneaky_edit;underspec,sneaky_edit,2,2,0,False,10,0,False,True,0.4000,bug,,rgb;rgba;hsv;hsva;foo,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_protonmail__webclients-863d524b5717b9d33ce08a0f0535e3fd8e8d1ed8,SEVERE,approach_lock;excess_patch;underspec,underspec,3,18,1,True,7,0,False,False,0.2600,enhancement,"Implement a polling mechanism that repeatedly calls the event manager, optionally subscribes to specific property/action events, stops when the expected event is observed or when the maximum attempts ",,"EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 7 circular dependency(ies) — tests [payments/client-extensions/usePollEvents.test.ts | should run call() several times and then stop, payments/client-extensions/usePollEvents.test.ts | should run call() 2 times, payments/client-extensions/usePollEvents.test.ts | should subscribe if there are parameters, payments/client-extensions/usePollEvents.test.ts | should stop polling if the event is found, payments/client-extensions/usePollEvents.test.ts | should not unsubscribe if the event is not tracked - wrong action, payments/client-extensions/usePollEvents.test.ts | should not unsubscribe if the event is not tracked - wrong property, payments/client-extensions/usePollEvents.test.ts | should ignore subscription events if polling is already done] require UNRELATED patch hunks to pass."
instance_navidrome__navidrome-0130c6dc13438b48cf0fdfab08a89e357b5517c9,MINOR,excess_patch,excess_patch,1,16,2,True,1,0,False,False,0.3000,bug,"Collect all image file names during directory scanning and keep them with the directory; when building an `Album`, combine those names with `MediaFiles.Dirs()` via `filepath.Join`, concatenate the ful",MediaFiles.Dirs();filepath.Join;Album;MediaFiles,EXCESS_PATCH: 2 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 1 circular dependency(ies) — tests [TestScanner] require UNRELATED patch hunks to pass.
