instance_id,severity,triage_priority,combined_score,primary_label,all_labels,label_count,plain_english,core_requirement,ep_score,et_score,vs_score,patch_hunks,test_breakdown,has_modified_tests,ambiguity_score,evidence_summary
sphinx-doc__sphinx-10435,SEVERE,1,0.845,mistest_customtest,"mistest_customtest, mistest_sneaky_modification",2,[mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail. | [mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem.,Fix LaTeX output for inline code highlighting (Docutils `code` role) so that enabling highlighting does not introduce unwanted leading/trailing whitespace around the inline code in the generated PDF/TeX.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,True,0.3,[mistest_customtest] F2P TEST ANALYSIS shows the sole assertion is an exact-string match: `assert (r'Inline \sphinxcode{\sphinxupquote{%' + '\n' + ...` || [mistest_sneaky_modification] F2P TEST ANALYSIS: `Has modified tests: True`
django__django-16560,SEVERE,1,0.8446,desc_misleading,"desc_misleading, desc_hidden_in_hints, mispatch_ancillary_bundling, mistest_overtest",4,"[desc_misleading] The problem description actively points toward a wrong approach or incorrect root cause. | [desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests.","Add a way to configure the `code` attribute on the `ValidationError` raised by `BaseConstraint.validate`, without requiring users to subclass constraints and override `validate`.",0.1944,0.0,0.5,11R/7A/0U,8A/0T/0U,False,0.5,"[desc_misleading] Problem statement: ""Allow to customize the code attribute of ValidationError"" but then says: ""I'd like to add a new violation_error_message parameter to BaseConstraint"" (message vs code mismatch). || [desc_hidden_in_hints] Hints text: ""Agreed, adding violation_error_code sounds like a good idea"" (the correct parameter name and intent are stated here). || [mispatch_ancillary_bundling] Gold patch analysis marks 7 hunks as ANCILLARY, including updates to __eq__ and __repr__ to account for violation_error_code (e.g., multiple hunks in django/db/models/constraints.py and django/contrib"
django__django-16256,SEVERE,1,0.8428,mistest_overtest,"desc_incomplete, scope_expansion, mistest_overtest, mispatch_overpatch",4,"[desc_incomplete] The problem is missing key information -- no repro steps, no affected file, or ambiguous requirements. | [scope_expansion] The fix changes a parent class or broader API than the problem describes -- wider blast radius. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mispatch_overpatch] The gold patch includes functional changes beyond what the problem asks for.","Add proper async implementations of acreate(), aget_or_create(), and aupdate_or_create() on related managers so they behave like the related manager’s synchronous create()/get_or_create()/update_or_create() rather than unintentionally delegating to the underlying QuerySet versions.",0.1364,0.0,0.3,8R/3A/0U,9A/0T/0U,False,0.3,"[desc_incomplete] Problem statement discusses fixing related-manager async methods and gives an explicit implementation target/example only in `django/db/models/fields/related_descriptors.py` (reverse many-to-one + for || [scope_expansion] Problem statement proposes adding proper async methods in `django/db/models/fields/related_descriptors.py` with six forward/reverse combinations; it does not mention `django/contrib/contenttypes/field || [mistest_overtest] F2P tests include `test_generic_async_acreate`, `test_generic_async_aget_or_create`, and `test_generic_async_aupdate_or_create` in `generic_relations.tests.GenericRelationsTests`."
sympy__sympy-13031,SEVERE,1,0.8406,mistest_overtest,"desc_incomplete, desc_hidden_in_hints, scope_expansion, mistest_overtest, mispatch_ancillary_bundling",5,"[desc_incomplete] The problem is missing key information -- no repro steps, no affected file, or ambiguous requirements. | [desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem. | [scope_expansion] The fix changes a parent class or broader API than the problem describes -- wider blast radius. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix.",Restore the SymPy 1.0 behavior of `Matrix.hstack` (and likely `Matrix.vstack`) when stacking matrices with a zero-sized dimension so that resulting shapes correctly sum the stacked dimensions.,0.25,0.0,0.5,1R/1A/0U,1A/0T/0U,False,0.5,"[desc_incomplete] Problem statement only discusses `sy.Matrix.hstack(...)` returning incorrect shape for 0-row dense matrices in SymPy 1.1 vs 1.0; it does not mention `SparseMatrix` at all. || [desc_hidden_in_hints] Hints explicitly state: “The problem is solved with Matrix but not SparseMatrix” and demonstrate `SparseMatrix.hstack(*sparse_matrices)` producing the wrong shape. || [scope_expansion] Gold patch changes `sympy/matrices/sparse.py` (SparseMatrix behavior), while the problem statement describes regression for `sy.Matrix.hstack`/`vstack` (dense matrix API)."
sphinx-doc__sphinx-10466,SEVERE,1,0.8313,mistest_customtest,"mistest_customtest, mistest_overtest",2,[mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests.,"Deduplicate repeated source reference locations (""#: …"") in gettext-generated POT files so the same (filename, line) entry is not emitted multiple times for a single message.",0.0,0.6,0.4,1R/0A/0U,1A/0T/0U,False,0.4,"[mistest_customtest] Test assertion requires an exact list (including ordering): `assert msg1.locations == [('/path/to/filename', 1), ('/path/to/filename', 2), ('/path/to/yetanother', 1)]` || [mistest_overtest] Off-topic assertions unrelated to deduplicating locations: `assert len(list(catalog)) == 2`, `assert msg1.text == 'hello'`, `assert msg2.text == 'world'`"
sympy__sympy-23950,SEVERE,1,0.8311,mistest_sneaky_modification,"mistest_overtest, desc_incomplete, desc_hidden_in_hints, mistest_sneaky_modification",4,"[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [desc_incomplete] The problem is missing key information -- no repro steps, no affected file, or ambiguous requirements. | [desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem. | [mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem.","Fix `Contains.as_set()` so it returns an actual `Set` (not the `Contains` boolean) in cases like `Contains(x, Reals)`.",0.0,0.9667,0.5,1R/0A/0U,0A/1T/0U,True,0.5,"[mistest_overtest] Problem statement focuses on `Contains(x, Reals).as_set()` returning a non-set and breaking `Piecewise((6, Contains(x, Reals)), (7, True))` due to missing `.as_relational`. || [desc_incomplete] The statement only demonstrates the issue for `Contains(x, Reals).as_set()` and the resulting `Piecewise` crash; it does not specify required behavior for other RHS sets such as `Integers` or `FiniteS || [desc_hidden_in_hints] Hints explicitly state: “if `x` is a symbol, `Contains(x, set).as_set()` should just return `set`”, and discuss `EmptySet`/`ConditionSet` behavior."
matplotlib__matplotlib-23299,SEVERE,1,0.8307,mistest_overtest,"mistest_overtest, mistest_undertest, desc_hidden_in_hints, mispatch_ancillary_bundling",4,"[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass. | [desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix.",Fix matplotlib.get_backend() so it does not clear/remove existing figures from plt._pylab_helpers.Gcf.figs when the first figure was created inside an rc_context.,0.25,1.0,0.3,1R/1A/0U,0A/0T/1U,False,0.3,"[mistest_overtest] F2P test `test_no_backend_reset_rccontext` asserts `mpl.rcParams['backend'] != 'module://aardvark'` and then `mpl.rcParams['backend'] == 'module://aardvark'`, focusing on whether `rc_context` resets t || [mistest_undertest] F2P includes only `test_no_backend_reset_rccontext`, which contains no assertions about `plt._pylab_helpers.Gcf.figs` before/after `matplotlib.get_backend()`. || [desc_hidden_in_hints] Hints text specifically discusses `rcParams['backend']` being an auto-sentinel, stashed/restored by `rc_context`, and `get_backend()` re-resolving the backend and closing figures due to backend change"
matplotlib__matplotlib-20676,SEVERE,1,0.8298,mistest_customtest,"mistest_overtest, mistest_customtest",2,[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail.,Fix `matplotlib.widgets.SpanSelector` so that when created with `interactive=True` it does not forcibly expand the x-axis limits to include 0.,0.0,1.0,0.2,1R/0A/0U,0A/2T/0U,False,0.2,[mistest_overtest] Problem statement scope: only x-limits incorrectly expanding to include 0 when constructing SpanSelector(interactive=True); no mention of y-limits or handle internals. || [mistest_customtest] Tests assert private internal state: `assert tool._edge_handles.positions == list(bound)` and `assert tool._edge_handles.positions == handle_positions`.
sympy__sympy-20916,SEVERE,1,0.8283,mistest_overtest,"mistest_overtest, mistest_undertest, mispatch_ancillary_bundling, desc_hidden_in_hints",4,"[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem.","Fix SymPy's Unicode pretty-printer (pprint) so that subscripts are correctly formatted on Greek letters (e.g., omega) instead of falling back to an ASCII digit.",0.5,1.0,0.3,1R/0A/1U,0A/1T/0U,False,0.3,"[mistest_overtest] F2P test `test_super_sub` includes 9/11 assertions marked OFF_TOPIC (e.g., `assert split_super_sub(""w𝟙2𝟙"") == (""w"", [], [""𝟙2𝟙""])`, `assert split_super_sub(""w1^a"") == (""w"", [""a""], [""1""])`). || [mistest_undertest] The task is framed as a `pprint` unicode formatting bug (“pprint unicode does not format subscripts on Greek letters”), but the only test targets `split_super_sub(...)` directly rather than asserting  || [mispatch_ancillary_bundling] Gold patch hunk 1 in `sympy/printing/conventions.py` is classified UNRELATED and only changes comment capitalization (“make”→“Make”), with no functional effect."
pytest-dev__pytest-10051,SEVERE,1,0.8245,mistest_customtest,"mistest_overtest, mistest_customtest, mispatch_ancillary_bundling",3,"[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix.","Ensure `caplog.get_records()` stays consistent with `caplog.records` even after `caplog.clear()` is called (i.e., clearing must not decouple/freeze `get_records()` results).",0.3333,0.9667,0.3,2R/0A/1U,0A/1T/0U,False,0.3,"[mistest_overtest] F2P test `test_clear_for_call_stage` asserts setup-phase behavior not mentioned in the problem: `assert [x.message for x in caplog.get_records('setup')] == ['a_setup_log']` (repeated multiple times). || [mistest_customtest] The test hard-codes an internal data structure expectation: `caplog._item.stash[caplog_records_key]` must exist and its keys must equal `{'setup', 'call'}`. || [mispatch_ancillary_bundling] Gold patch hunk 0 in `src/_pytest/logging.py` is classified as UNRELATED and only removes a blank line near constant definitions, not affecting `caplog.clear()` / `caplog.get_records()` behavior."
astropy__astropy-14365,SEVERE,1,0.8224,mistest_sneaky_modification,"mistest_sneaky_modification, mistest_overtest, mispatch_ancillary_bundling",3,"[mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix.",Make the `ascii.qdp` reader treat QDP command keywords as case-insensitive instead of requiring them to be uppercase.,0.25,0.6667,0.3,1R/1A/0U,1A/0T/2U,True,0.3,[mistest_sneaky_modification] F2P TEST ANALYSIS: “Has modified tests: True” || [mistest_overtest] F2P TEST ANALYSIS: 3 tests total; 2 are labeled UNRELATED to the stated intent || [mispatch_ancillary_bundling] GOLD PATCH ANALYSIS: Hunk 1 [astropy/io/ascii/qdp.py] labeled ANCILLARY: “makes the special missing-value token `NO` case-insensitive (`v.upper() == 'NO'`).”
sympy__sympy-12096,SEVERE,1,0.821,mispatch_approach_mismatch,"desc_misleading, mispatch_approach_mismatch, mistest_undertest",3,[desc_misleading] The problem description actively points toward a wrong approach or incorrect root cause. | [mispatch_approach_mismatch] The gold patch uses a completely different strategy than what the problem suggests. An agent following the problem description would fail. | [mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass.,"Fix `Function._eval_evalf` so that `evalf()` on an `implemented_function` result evaluates recursively, including when the implemented function is composed with other implemented functions.",0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,[desc_misleading] Problem statement: “It isn't calling evalf recursively on the return of `_imp_`.” || [mispatch_approach_mismatch] Problem statement explicitly claims the missing behavior is: “calling evalf recursively on the return of `_imp_`.” || [mistest_undertest] Only test assertion: `assert f(f(2)).evalf() == Float(16)` in `test_issue_12092`.
django__django-13212,SEVERE,1,0.8204,mistest_overtest,"desc_incomplete, mistest_overtest, scope_expansion, mispatch_overpatch",4,"[desc_incomplete] The problem is missing key information -- no repro steps, no affected file, or ambiguous requirements. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [scope_expansion] The fix changes a parent class or broader API than the problem describes -- wider blast radius. | [mispatch_overpatch] The gold patch includes functional changes beyond what the problem asks for.","Update Django’s built-in validators so that when they raise a ValidationError, the error includes the validated input value (so custom messages can interpolate it via %(value)s).",0.0,0.0,0.4,13R/0A/0U,5A/0T/0U,False,0.4,"[desc_incomplete] Problem statement: ""Make validators include the provided value in ValidationError"" (frames scope as validators only). || [mistest_overtest] F2P tests are written around Form Fields rather than validator classes: `ValidatorCustomMessageTests.test_value_placeholder_with_integer_field`, `..._with_decimal_field`, `..._with_char_field`, `..._w || [scope_expansion] Gold patch modifies `django/forms/fields.py` in addition to `django/core/validators.py`, changing how `FloatField` raises `ValidationError` (adding/propagating `value` params)."
scikit-learn__scikit-learn-10908,SEVERE,1,0.8194,mistest_customtest,"mistest_overtest, mistest_customtest",2,[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail.,Fix CountVectorizer.get_feature_names so it does not raise NotFittedError when the user provided a vocabulary at initialization (even if fit/transform has not been called yet).,0.0,1.0,0.3,1R/0A/0U,0A/1T/1U,False,0.3,"[mistest_overtest] F2P Test 'test_feature_names' includes OFF_TOPIC assertions: `assert_true(cv.fixed_vocabulary_)` and `assert_equal(idx, cv.vocabulary_.get(name))`, which go beyond the stated requirement of 'get_featu || [mistest_customtest] OFF_TOPIC assertion `assert_true(cv.fixed_vocabulary_)` effectively requires the fix to set a specific internal attribute as a side effect of calling `get_feature_names()`."
sympy__sympy-23413,SEVERE,1,0.8185,mistest_sneaky_modification,"mistest_undertest, mistest_sneaky_modification, mistest_overtest",3,[mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass. | [mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests.,"Fix `hermite_normal_form` so it does not incorrectly treat a full-rank matrix as rank-deficient and drop a row (i.e., it must preserve the correct number of rows) in cases like the provided flip/transpose usage.",0.0,1.0,0.3,1R/0A/0U,0A/0T/2U,True,0.3,"[mistest_undertest] F2P TEST ANALYSIS: Tests: 2 (ALIGNED=0, TANGENTIAL=0, UNRELATED=2) || [mistest_sneaky_modification] F2P TEST ANALYSIS: Has modified tests: True || [mistest_overtest] F2P TEST ANALYSIS: Both occurrences of 'test_hermite_normal' are categorized as UNRELATED"
sympy__sympy-18698,SEVERE,1,0.8182,mistest_customtest,"mistest_sneaky_modification, mistest_customtest",2,[mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem. | [mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail.,Fix `sqf`/`sqf_list` so the square-free factorization groups together coprime factors that have the same multiplicity instead of returning multiple entries with identical multiplicity.,0.1667,0.0,0.4,2R/1A/0U,1A/0T/0U,True,0.4,"[mistest_sneaky_modification] F2P TEST ANALYSIS: ""Has modified tests: True"" || [mistest_customtest] The only assertion requires an exact structural form: `sqf_list(x*(x + y)) == (1, [(x**2 + x*y, 1)])`"
sympy__sympy-15017,SEVERE,1,0.8121,mistest_sneaky_modification,"mistest_overtest, mistest_sneaky_modification",2,[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem.,Fix sympy.tensor.array.NDimArray.__len__ so that rank-0 (scalar) arrays report a length of 1 instead of 0.,0.0,1.0,0.2,1R/0A/0U,0A/1T/1U,True,0.2,"[mistest_overtest] F2P assertions marked OFF_TOPIC: `assert rank_zero_array[0] == x` (in modified `test_ndim_array_initiation`), which tests scalar indexing rather than `__len__` semantics. || [mistest_sneaky_modification] F2P metadata: `Has modified tests: True`."
sympy__sympy-24066,SEVERE,1,0.8115,mistest_customtest,"mistest_customtest, mistest_overtest",2,[mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests.,Fix `SI._collect_factor_and_dimension()` so it correctly recognizes that the argument (exponent) of `exp(...)` is dimensionless when its computed dimension is dimensionless in the SI dimension system.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,"[mistest_customtest] F2P assertion: `assert SI._collect_factor_and_dimension(exp_expr) == (1 + E, Dimension(1))` || [mistest_overtest] F2P assertion checks full value equality: `== (1 + E, Dimension(1))`, which goes beyond verifying that the exponent dimension is accepted as dimensionless."
matplotlib__matplotlib-23412,SEVERE,1,0.8076,mistest_customtest,"mistest_undertest, mistest_overtest, mistest_customtest",3,[mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail.,"Fix patch objects (e.g., Rectangle, Ellipse) so that a dash-tuple linestyle offset (the first element of (offset, onoffseq)) actually affects the rendered edge dash pattern.",0.0,1.0,0.35,1R/0A/0U,1A/0T/0U,False,0.35,"[mistest_undertest] Core bug is about rendering/drawing behavior: “dash tuple linestyle offset … has no effect” on Patch edges; expected outcome is visibly different dash phase when offset != 0. || [mistest_overtest] Assertions require exact linestyle normalization/representation: `assert rect_ref.get_linestyle() == (0, [6, 6])`, `assert rect_ref2.get_linestyle() == (0, [0, 6, 6, 0])`, etc. || [mistest_customtest] The test hard-codes a very specific expected structure for `get_linestyle()` outputs, including list contents and ordering (e.g., `(0, [0, 6, 6, 0])`)."
django__django-13794,SEVERE,1,0.8075,mispatch_approach_mismatch,"scope_expansion, mispatch_overpatch, mispatch_approach_mismatch",3,[scope_expansion] The fix changes a parent class or broader API than the problem describes -- wider blast radius. | [mispatch_overpatch] The gold patch includes functional changes beyond what the problem asks for. | [mispatch_approach_mismatch] The gold patch uses a completely different strategy than what the problem suggests. An agent following the problem description would fail.,"Fix Django’s `add` template filter so it can concatenate a normal Python string with a lazy string (e.g., `gettext_lazy` / `Promise` proxy) without failing.",0.5,0.0,0.3,0R/1A/0U,3A/0T/0U,False,0.3,"[scope_expansion] Problem statement scope: ""Fix Django’s `add` template filter so it can concatenate ... with a lazy string"" (template filter behavior). || [mispatch_overpatch] Gold patch adds `__add__` and `__radd__` to the lazy proxy in `django/utils/functional.py` (per-hunk verdict: ANCILLARY). || [mispatch_approach_mismatch] Problem describes failure mode inside the `add` template filter (TypeError leading to empty-string fallback)."
pylint-dev__pylint-4551,SEVERE,1,0.8066,mistest_overtest,"mistest_overtest, mispatch_overpatch, mispatch_ancillary_bundling",3,"[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mispatch_overpatch] The gold patch includes functional changes beyond what the problem asks for. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix.","Make pyreverse (UML generation) read and use Python 3 type hints (PEP 484 annotations) to determine attribute types, especially when the default value is None.",0.3571,1.0,0.4,3R/3A/1U,3A/4T/3U,False,0.4,"[mistest_overtest] F2P TEST ANALYSIS shows 6/8 assertions marked OFF_TOPIC and 3 tests marked UNRELATED. || [mispatch_overpatch] GOLD PATCH ANALYSIS flags `pylint/pyreverse/writer.py` Hunk 1 as UNRELATED: it 'changes how pyreverse renders method signatures in the UML label (adds parameter type annotations and return types via ` || [mispatch_ancillary_bundling] GOLD PATCH ANALYSIS marks multiple hunks as ANCILLARY: `pylint/pyreverse/inspector.py` Hunk 0 (refactors locals-type inference), `pylint/pyreverse/utils.py` Hunk 0 (imports Optional/Union/astroid), an"
sympy__sympy-20801,SEVERE,1,0.8028,desc_misleading,"desc_misleading, mispatch_overpatch, desc_incomplete",3,"[desc_misleading] The problem description actively points toward a wrong approach or incorrect root cause. | [mispatch_overpatch] The gold patch includes functional changes beyond what the problem asks for. | [desc_incomplete] The problem is missing key information -- no repro steps, no affected file, or ambiguous requirements.",Fix the inconsistent/evidently incorrect equality result where `S(0.0) == S.false` evaluates to `True` even though the reverse comparison is `False`.,0.5,0.0,0.5,1R/0A/1U,1A/0T/0U,False,0.5,[desc_misleading] Problem statement: “I assume we would want `S(0.0) == S.false` to return True as well?” || [mispatch_overpatch] GOLD PATCH ANALYSIS: 2 hunks total; Hunk 1 in `sympy/core/numbers.py` labeled UNRELATED (conf=0.90). || [desc_incomplete] Problem statement ends with a question (“...return True as well?”) rather than stating a clear expected outcome for `S(0.0) == S.false`.
scikit-learn__scikit-learn-14496,SEVERE,1,0.8023,mistest_overtest,"mistest_undertest, mistest_overtest, mispatch_ancillary_bundling, scope_expansion",4,"[mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [scope_expansion] The fix changes a parent class or broader API than the problem describes -- wider blast radius.","Fix OPTICS so that when `min_samples` is provided as a float (fraction of samples), it is converted to an integer before being used to instantiate/fit `NearestNeighbors`.",0.5,1.0,0.2,1R/4A/1U,0A/1T/0U,False,0.2,"[mistest_undertest] Stated bug: `OPTICS(..., min_samples=0.1).fit(X)` raises `TypeError` because `n_neighbors` receives a float. || [mistest_overtest] Only assertion in provided tests: `assert_array_equal(clust.labels_, expected_labels)` in `test_extract_xi`. || [mispatch_ancillary_bundling] Gold patch includes multiple documentation-only hunks in `sklearn/cluster/optics_.py` (Hunk 0, Hunk 1, Hunk 5) unrelated to the runtime TypeError fix."
sphinx-doc__sphinx-8593,SEVERE,1,0.8009,mistest_sneaky_modification,"mistest_sneaky_modification, mispatch_ancillary_bundling, mispatch_overpatch",3,"[mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [mispatch_overpatch] The gold patch includes functional changes beyond what the problem asks for.",Make Sphinx autodoc honor the field comment `#: :meta public:` for module-level variables so that they are treated as public members and included in autodoc output.,0.5,0.15,0.3,1R/2A/1U,1A/1T/0U,True,0.3,[mistest_sneaky_modification] F2P TEST ANALYSIS: “Has modified tests: True” || [mispatch_ancillary_bundling] GOLD PATCH ANALYSIS: 2 hunks labeled ANCILLARY (imports/formatting changes) in sphinx/ext/autodoc/__init__.py and sphinx/ext/autodoc/importer.py || [mispatch_overpatch] GOLD PATCH ANALYSIS: 1 hunk labeled UNRELATED (conf=0.86) in sphinx/ext/autodoc/importer.py: “adds a deprecation warning for get_module_members()”
scikit-learn__scikit-learn-10297,SEVERE,1,0.7963,mistest_customtest,"mispatch_ancillary_bundling, mistest_customtest, mistest_sneaky_modification",3,"[mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail. | [mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem.","Add a `store_cv_values` boolean parameter to `sklearn.linear_model.RidgeClassifierCV` so users can request storage of cross-validation values as documented, instead of getting an unexpected-keyword TypeError.",0.3333,0.8,0.3,1R/2A/0U,0A/1T/0U,True,0.3,"[mispatch_ancillary_bundling] GOLD PATCH ANALYSIS: Hunks 0 and 1 in sklearn/linear_model/ridge.py are marked ANCILLARY and described as docstring markup/formatting updates and documentation updates for store_cv_values/cv_values_. || [mistest_customtest] F2P TEST ANALYSIS: test_ridge_classifier_cv_store_cv_values asserts `r.cv_values_.shape == (n_samples, n_targets, n_alphas)`. || [mistest_sneaky_modification] F2P TEST ANALYSIS: `Has modified tests: True` and the flagged test is listed as `modified=True`."
sympy__sympy-16792,SEVERE,1,0.7928,mistest_customtest,"mistest_customtest, mistest_undertest, mispatch_ancillary_bundling",3,"[mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail. | [mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix.","Fix SymPy autowrap’s Cython backend so that generated wrapper/C function signatures use correct types for array (e.g., MatrixSymbol) arguments even when those arguments are not referenced in the wrapped expression.",0.3333,0.3,0.4,1R/2A/0U,0A/1T/0U,False,0.4,[mistest_customtest] Test `test_ccode_unused_array_arg` uses a strict string comparison: `[ON_TOPIC] assert source == expected` || [mistest_undertest] Only 1 test / 1 assertion is present for the issue: `test_ccode_unused_array_arg` with `assert source == expected` || [mispatch_ancillary_bundling] Gold patch has 3 hunks: 1 REQUIRED and 2 marked ANCILLARY in `sympy/utilities/codegen.py`
sympy__sympy-17139,SEVERE,1,0.7899,mistest_customtest,"mistest_customtest, mistest_overtest",2,[mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests.,Fix `simplify(cos(x)**I)` raising `TypeError: Invalid comparison of complex I` during trig simplification (in `simplify/fu.py`).,0.0,0.4,0.35,1R/0A/0U,1A/1T/0U,False,0.35,[mistest_customtest] Test 'test_issue_17137': `assert simplify(cos(x) ** I) == cos(x) ** I` || [mistest_overtest] Test 'test_issue_17137' includes `[OFF_TOPIC] assert simplify(cos(x) ** (2 + 3 * I)) == cos(x) ** (2 + 3 * I)`
sphinx-doc__sphinx-9230,SEVERE,1,0.7894,mistest_sneaky_modification,"mistest_overtest, mistest_sneaky_modification",2,[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem.,"Fix Sphinx docstring parameter rendering so that a datatype written as `dict(str, str)` in a `:param` field is parsed and displayed correctly instead of being split/misordered.",0.0,1.0,0.3,1R/0A/0U,0A/3T/0U,True,0.3,"[mistest_overtest] F2P TEST ANALYSIS reports 4 assertions total, but only 1 is ON_TOPIC and 3 are OFF_TOPIC. || [mistest_sneaky_modification] F2P TEST ANALYSIS: `Has modified tests: True`."
