instance_id,severity,combined_score,excess_patch_score,excess_test_score,vague_spec_score,task_labels,primary_label,label_count,patch_hunks_total,patch_required,patch_ancillary,patch_unrelated,tests_total,tests_aligned,tests_tangential,tests_unrelated,assertions_total,assertions_on_topic,assertions_off_topic,recommendations
django__django-13658,CLEAN,0.0900,0.0000,0.0000,0.3000,mistest_undertest,mistest_undertest,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-13670,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-13741,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,2,2,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-13786,CLEAN,0.0000,0.0000,0.0000,0.5000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-13794,SEVERE,0.8075,0.5000,0.0000,0.3000,scope_expansion;mispatch_overpatch;mispatch_approach_mismatch,mispatch_approach_mismatch,3,1,0,1,0,3,3,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-13807,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-13809,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,2,2,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-13810,CLEAN,0.0000,0.0000,0.0000,0.3500,clean,clean,1,2,2,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.35).
django__django-13820,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-13821,CLEAN,0.0000,0.0000,0.0000,0.5000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-13837,MINOR,0.3600,0.0000,0.0000,0.3000,desc_self_referential,desc_self_referential,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-13925,MINOR,0.2480,0.0000,0.0000,0.5000,desc_incomplete,desc_incomplete,1,1,1,0,0,2,2,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-13933,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-13964,MINOR,0.3120,0.0000,0.0000,0.3000,desc_hidden_in_hints,desc_hidden_in_hints,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14007,MINOR,0.2220,0.2500,0.0000,0.3000,mispatch_ancillary_bundling,mispatch_ancillary_bundling,1,2,1,1,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-14011,MINOR,0.2160,0.3333,0.0000,0.5000,mispatch_ancillary_bundling,mispatch_ancillary_bundling,1,3,1,2,0,17,17,0,0,1,0,0,"EXCESS_PATCH: 2 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
django__django-14017,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14034,SEVERE,0.9556,0.5000,0.0000,0.5000,mispatch_underpatch;mispatch_approach_mismatch;mispatch_ancillary_bundling;mistest_overtest,mispatch_approach_mismatch,4,2,0,2,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 2 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
django__django-14053,CLEAN,0.0000,0.0000,0.0000,0.4000,clean,clean,1,2,2,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
django__django-14089,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14122,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14140,CLEAN,0.0000,0.0000,0.0000,0.5000,clean,clean,1,1,1,0,0,4,4,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-14155,CLEAN,0.0000,0.0000,0.0000,0.5000,clean,clean,1,1,1,0,0,3,3,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-14170,MINOR,0.3750,0.5000,0.0000,0.3000,mispatch_overpatch,mispatch_overpatch,1,2,1,0,1,2,2,0,0,1,0,0,EXCESS_PATCH: 1/2 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.
django__django-14238,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14311,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14315,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,2,2,0,0,11,11,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14349,MODERATE,0.6566,0.0000,0.0000,0.6000,desc_incomplete;mistest_customtest,mistest_customtest,2,2,2,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has significant ambiguity (score: 0.60). Multiple valid solutions likely exist.
django__django-14351,CLEAN,0.0000,0.0000,0.0000,0.5000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-14373,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14376,SEVERE,0.7238,0.3333,0.0000,0.2000,mispatch_ancillary_bundling;mistest_overtest;desc_incomplete,mistest_overtest,3,3,1,2,0,3,3,0,0,1,0,0,"EXCESS_PATCH: 2 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-14404,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14434,CLEAN,0.0000,0.0000,0.0000,0.4000,clean,clean,1,2,2,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
django__django-14493,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14500,MODERATE,0.4200,0.0000,0.0000,0.3000,desc_misleading,desc_misleading,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14534,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14539,CLEAN,0.0000,0.0000,0.0000,0.4000,clean,clean,1,1,1,0,0,2,2,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
django__django-14559,MODERATE,0.6329,0.0000,0.0000,0.2000,desc_incomplete;desc_hidden_in_hints;mistest_overtest,mistest_overtest,3,2,2,0,0,3,3,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14580,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14608,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,2,2,0,0,4,4,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14631,MINOR,0.2340,0.2857,0.0000,0.5000,mispatch_ancillary_bundling,mispatch_ancillary_bundling,1,7,3,4,0,2,2,0,0,1,0,0,"EXCESS_PATCH: 4 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
django__django-14672,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,168,168,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14725,CLEAN,0.0000,0.0000,0.0000,0.6000,clean,clean,1,5,5,0,0,3,3,0,0,1,0,0,VAGUE_SPEC: Problem statement has significant ambiguity (score: 0.60). Multiple valid solutions likely exist.
django__django-14752,CLEAN,0.0000,0.2500,0.0000,0.3000,clean,clean,1,2,1,1,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-14765,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14771,CLEAN,0.0000,0.0000,0.0000,0.5000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-14787,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14792,SEVERE,0.7125,0.0000,0.0000,0.5000,scope_expansion;mistest_overtest,mistest_overtest,2,1,1,0,0,2,2,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-14855,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-14915,CLEAN,0.0000,0.0000,0.0000,0.5000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-14999,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15022,CLEAN,0.1440,0.0000,0.0000,0.6000,mistest_undertest,mistest_undertest,1,2,2,0,0,3,3,0,0,1,0,0,VAGUE_SPEC: Problem statement has significant ambiguity (score: 0.60). Multiple valid solutions likely exist.
django__django-15037,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15098,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15103,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,3,3,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15104,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15127,MODERATE,0.4228,0.0000,0.0000,0.4000,desc_incomplete;desc_hidden_in_hints,desc_hidden_in_hints,2,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
django__django-15128,MODERATE,0.5535,0.1667,0.0000,0.5000,mispatch_ancillary_bundling;desc_hidden_in_hints;scope_expansion,scope_expansion,3,6,4,2,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 2 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
django__django-15161,MINOR,0.3736,0.0000,0.0000,0.5000,desc_incomplete;mistest_undertest,desc_incomplete,2,6,6,0,0,3,3,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-15252,SEVERE,0.8561,0.5000,0.0000,0.3000,mispatch_underpatch;mispatch_approach_mismatch;mistest_overtest;mistest_undertest,mispatch_approach_mismatch,4,1,0,1,0,2,2,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-15268,MODERATE,0.4408,0.2500,0.0000,0.5000,mispatch_ancillary_bundling;scope_expansion,scope_expansion,2,2,1,1,0,3,3,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
django__django-15277,CLEAN,0.0000,0.0000,0.0000,0.4000,clean,clean,1,1,1,0,0,2,2,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
django__django-15278,CLEAN,0.0000,0.0000,0.0000,0.4000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
django__django-15280,MINOR,0.3877,0.0000,0.0000,0.4000,desc_hidden_in_hints;mistest_undertest,desc_hidden_in_hints,2,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
django__django-15315,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15368,MINOR,0.2340,0.2500,0.0000,0.3000,mispatch_ancillary_bundling,mispatch_ancillary_bundling,1,2,1,1,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-15375,MINOR,0.3400,0.0000,0.0000,0.3000,desc_hidden_in_hints,desc_hidden_in_hints,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15380,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15382,MODERATE,0.4916,0.0000,0.0000,0.4000,desc_hidden_in_hints;desc_incomplete,desc_hidden_in_hints,2,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
django__django-15467,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15499,MINOR,0.2200,0.0000,0.0000,0.4000,desc_incomplete,desc_incomplete,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
django__django-15503,MODERATE,0.5130,0.0000,0.0000,0.3000,desc_incomplete;desc_hidden_in_hints;mistest_undertest,desc_incomplete,3,6,6,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15525,MODERATE,0.4752,0.0000,0.0000,0.4000,desc_hidden_in_hints;desc_incomplete,desc_hidden_in_hints,2,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
django__django-15554,CLEAN,0.0000,0.2778,0.0000,0.4000,clean,clean,1,9,4,5,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 5 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40)."
django__django-15561,CLEAN,0.0000,0.0000,0.0000,0.3500,clean,clean,1,2,2,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.35).
django__django-15563,MINOR,0.2480,0.0000,0.0000,0.3000,desc_hidden_in_hints,desc_hidden_in_hints,1,3,3,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15569,MODERATE,0.6094,0.0000,0.0000,0.3000,desc_incomplete;desc_hidden_in_hints;desc_self_referential,desc_incomplete,3,1,1,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15572,CLEAN,0.0000,0.0000,0.0000,0.5000,clean,clean,1,2,2,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-15629,MODERATE,0.5178,0.2500,0.0000,0.4000,mispatch_overpatch;mispatch_ancillary_bundling,mispatch_overpatch,2,6,4,1,1,2,2,0,0,1,0,0,EXCESS_PATCH: 1/6 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
django__django-15695,SEVERE,0.7293,0.5000,0.0000,0.3000,mispatch_underpatch;mispatch_approach_mismatch;mistest_undertest,mispatch_approach_mismatch,3,1,0,1,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-15731,CLEAN,0.0000,0.2500,0.0000,0.3000,clean,clean,1,2,1,1,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-15732,CLEAN,0.0000,0.0000,0.0000,0.5000,clean,clean,1,4,4,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-15741,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15814,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15851,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15863,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15916,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,3,3,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15930,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-15957,MODERATE,0.6827,0.1250,0.0000,0.6000,desc_incomplete;mistest_overtest;mispatch_overpatch,mistest_overtest,3,4,3,1,0,4,4,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has significant ambiguity (score: 0.60). Multiple valid solutions likely exist."
django__django-15973,CLEAN,0.0000,0.0000,0.0000,0.4000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
django__django-15987,MINOR,0.2880,0.5000,0.0000,0.3000,mistest_undertest;desc_incomplete,desc_incomplete,2,1,0,1,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-16032,MODERATE,0.4551,0.2000,0.0000,0.3000,mispatch_ancillary_bundling;scope_expansion,scope_expansion,2,5,3,2,0,2,2,0,0,1,0,0,"EXCESS_PATCH: 2 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-16082,CLEAN,0.0000,0.0000,0.0000,0.4000,clean,clean,1,1,1,0,0,2,2,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
django__django-16100,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16116,MINOR,0.3019,0.2500,0.0000,0.3000,mistest_undertest;mispatch_ancillary_bundling,mispatch_ancillary_bundling,2,2,1,1,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-16136,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16139,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16145,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,2,2,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16255,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16256,SEVERE,0.8428,0.1364,0.0000,0.3000,desc_incomplete;scope_expansion;mistest_overtest;mispatch_overpatch,mistest_overtest,4,11,8,3,0,9,9,0,0,1,0,0,"EXCESS_PATCH: 3 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-16263,CLEAN,0.0000,0.1429,0.0000,0.5000,clean,clean,1,14,10,4,0,3,3,0,0,1,0,0,"EXCESS_PATCH: 4 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
django__django-16315,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,4,4,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16333,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16429,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,4,4,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16454,CLEAN,0.0000,0.2500,0.0000,0.3000,clean,clean,1,2,1,1,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-16485,CLEAN,0.0000,0.0000,0.0000,0.5000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-16493,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16502,MINOR,0.2220,0.3333,0.0000,0.2000,mispatch_ancillary_bundling,mispatch_ancillary_bundling,1,3,1,2,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 2 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-16527,CLEAN,0.0000,0.0000,0.0000,0.1000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16560,SEVERE,0.8446,0.1944,0.0000,0.5000,desc_misleading;desc_hidden_in_hints;mispatch_ancillary_bundling;mistest_overtest,desc_misleading,4,18,11,7,0,8,8,0,0,1,0,0,"EXCESS_PATCH: 7 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
django__django-16569,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16595,MINOR,0.2480,0.0000,0.0000,0.6000,desc_incomplete,desc_incomplete,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has significant ambiguity (score: 0.60). Multiple valid solutions likely exist.
django__django-16612,MINOR,0.3600,0.0000,0.0000,0.2000,desc_hidden_in_hints,desc_hidden_in_hints,1,1,1,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16631,CLEAN,0.0000,0.1667,0.0000,0.5000,clean,clean,1,3,2,1,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
django__django-16642,MINOR,0.2200,0.0000,0.0000,0.5000,desc_incomplete,desc_incomplete,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-16661,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16662,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16667,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16801,MINOR,0.2819,0.2500,0.0000,0.3000,mistest_undertest;mispatch_ancillary_bundling,mispatch_ancillary_bundling,2,2,1,1,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-16819,MODERATE,0.4001,0.0000,0.0000,0.7000,desc_incomplete;mistest_undertest,desc_incomplete,2,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has significant ambiguity (score: 0.70). Multiple valid solutions likely exist.
django__django-16877,CLEAN,0.0000,0.0000,0.0000,0.4000,clean,clean,1,1,1,0,0,4,4,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
django__django-16899,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-16901,CLEAN,0.0000,0.2500,0.0000,0.2000,clean,clean,1,2,1,1,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
django__django-16938,CLEAN,0.1480,0.0000,0.0000,0.5000,mistest_undertest,mistest_undertest,1,2,2,0,0,23,23,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-16950,CLEAN,0.0000,0.0000,0.0000,0.4000,hard_but_clean,hard_but_clean,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
django__django-17029,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-17084,MODERATE,0.5182,0.0000,0.0000,0.5000,mistest_undertest;mistest_customtest,mistest_customtest,2,3,3,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
django__django-17087,MINOR,0.3400,0.0000,0.0000,0.3000,desc_hidden_in_hints,desc_hidden_in_hints,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
django__django-7530,MINOR,0.1700,0.0000,0.0000,0.3000,mistest_undertest,mistest_undertest,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
