instance_id,severity,task_labels,primary_label,label_count,patch_hunks_total,patch_unrelated,has_excess_patch,tests_total,tests_unrelated,has_excess_test,has_modified_tests,vague_spec_score,legitimacy,suggested_fix,mentioned_entities,recommendations 
instance_future-architect__vuls-e52fa8d6ed1d23e36f2a86e5d3efe9aa057a1b0d,MINOR,weak_coverage,weak_coverage,1,3,0,False,3,0,False,False,0.1400,bug,"Add explicit metadata retrieval and validation in `newDBConnection`, including errors with the database path for connection failures, metadata retrieval failures, and nil metadata, and reject schema v",detector/vuls2/db.go;newDBConnection;GetMetadata;shouldDownload,No contamination signals detected.
instance_ansible__ansible-e64c6c1ca50d7d26a8e7747d8eb87642e767cd74-v0f01c69f1e2528b935359cfe578530722bca2c59,MINOR,weak_coverage,weak_coverage,1,4,1,True,5,0,False,False,0.1400,bug,"Create a `_valid_time_stamp` method that validates and sanitizes ZIP timestamp strings before processing, uses regular expressions to extract `YYYYMMDD.HHMMSS` components, accepts only years from 1980",ansible/modules/unarchive.py;/usr/lib/python3.10/runpy.py;/usr/lib/python3.10/_strptime.py;_valid_time_stamp;is_unarchived;strptime;_strptime_time;_strptime;main;_ansiballz_main;invoke_module;_run_module_code;_run_code;ValueError;datetime.datetime,"SCOPE_CREEP: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 5 circular dependency(ies) — tests [test_valid_time_stamp, test_valid_time_stamp, test_valid_time_stamp, test_valid_time_stamp, test_valid_time_stamp] require UNRELATED patch hunks to pass."
instance_internetarchive__openlibrary-1351c59fd43689753de1fca32c78d539a116ffc1-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,MINOR,weak_coverage,weak_coverage,1,7,0,False,2,0,False,True,0.2200,bug,"Introduce a centralized add_db_name function to compute the author base identifier from name plus available date data, call it from record expansion so expanded editions always have the identifier, an",openlibrary/catalog/utils/__init__.py;add_db_name,No contamination signals detected.
instance_element-hq__element-web-2760bfc8369f1bee640d6d7a7e910783143d4c5f-vnan,SEVERE,approach_lock;weak_coverage,weak_coverage,2,17,0,False,4,0,False,False,0.1500,bug,"Introduce a target-member-scoped pending lock for the user info panel's admin actions so that RoomKickButton, BanToggleButton, and MuteToggleButton become disabled immediately on first activation (bef",RoomKickButton;BanToggleButton;MuteToggleButton,No contamination signals detected.
instance_tutao__tutanota-da4edb7375c10f47f4ed3860a591c5e6557f7b5c-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,CLEAN,clean,clean,1,19,0,False,107,0,False,False,0.1600,bug,"In `EntityRestClient`, allow `archiveDataType` to be `null` for owned archives in `requestReadTokenArchive` and `requestReadTokenBlobs`, while keeping it mandatory for non-owned archives and preservin",requestReadTokenArchive;requestReadTokenBlobs;EntityRestClient;MailDetailsBlob;BlobServerAccessInfo,No contamination signals detected.
instance_element-hq__element-web-1077729a19c0ce902e713cf6fab42c91fb7907f1-vnan,MINOR,weak_coverage,weak_coverage,1,6,0,False,1,0,False,False,0.1200,bug,"In `useStickyRoomList`, keep a persistent reference to the previously seen space, compare it with `SpaceStore.activeSpace` whenever `rooms` is reevaluated, and immediately recalculate `activeIndex` in",src/stores/spaces/SpaceStore.ts;useStickyRoomList;getLastSelectedRoomIdForSpace;getRoomId;getItem;getSpaceContextKey;SpaceStoreClass;SdkContextClass,No contamination signals detected.
instance_element-hq__element-web-71fe08ea0f159ccb707904d87f0a4aef205a167c-vnan,MINOR,weak_coverage,weak_coverage,1,20,0,False,4,0,False,False,0.0800,enhancement,"Standardize the terminology in the specified UI text, command descriptions, accessibility properties, and localization-backed strings by replacing “avatar” with “profile picture” where requested, and ",myroomavatar;myavatar;IProps;BaseAvatar;AccessibleButton;MemberAvatar;AppPermission;EventListSummary;EncryptionEvent,No contamination signals detected.
instance_tutao__tutanota-09c2776c0fce3db5c6e18da92b5a45dce9f013aa-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,SEVERE,approach_lock;scope_creep;weak_coverage,approach_lock,3,22,1,True,1,0,False,False,0.1500,enhancement,"Introduce an OperationProgressTracker for per-operation progress, expose CalendarFacade._saveCalendarEvents with an onProgress callback, pass an operation identifier through saveImportedCalendarEvents",src/api/main/OperationProgressTracker.ts;_saveCalendarEvents;saveImportedCalendarEvents;registerOperation;onProgress;done;CalendarFacade;OperationProgressTracker,SCOPE_CREEP: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 1 circular dependency(ies) — tests [test/tests/api/worker/facades/CalendarFacadeTest.js | test suite] require UNRELATED patch hunks to pass.
instance_navidrome__navidrome-97434c1789a6444b30aae5ff5aa124a96a88f504,CLEAN,clean,clean,1,20,0,False,1,0,False,False,0.1200,bug,"Replace the old `Type` field on `Player` with `UserAgent`, add an exact-match repository lookup `FindMatch(userName, client, typ string)`, and change `Register` to use `userAgent` for matching: refres",model/player.go;GetNowPlaying;FindMatch;Register;FindByName;Player;PlayerRepository,No contamination signals detected.
instance_qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c171,MINOR,scope_creep,scope_creep,1,6,4,True,5,0,False,False,0.2400,bug,"Implement a parse_point function in qutebrowser/utils/utils.py that takes a string s in ""X,Y"" form, validates that it contains exactly two integer components, returns a QPoint for valid input, and rai",qutebrowser/utils/utils.py;parse_point;QPoint;ValueError;OverflowError,"SCOPE_CREEP: 4 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 5 circular dependency(ies) — tests [test_valid, test_valid, test_valid, test_hypothesis_text, test_hypothesis_sophisticated] require UNRELATED patch hunks to pass."
instance_gravitational__teleport-1a77b7945a022ab86858029d30ac7ad0d5239d00-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,CLEAN,clean,clean,1,2,0,False,4,0,False,True,0.1200,bug,"Set `defaultMaxMessageSizeBytes` to 48000000; have `readHeaderAndPayload` compute `payloadLength` from the header, allow messages up to at least twice that value, and return a `BadParameter` error say",lib/srv/db/mongodb/protocol/message.go;readHeaderAndPayload;buffAllocCapacity,No contamination signals detected.
instance_qutebrowser__qutebrowser-e64622cd2df5b521342cf4a62e0d4cb8f8c9ae5a-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,MINOR,weak_coverage,weak_coverage,1,1,0,False,8,0,False,True,0.1800,bug,"Handle signal representations by case: for bound signals, parse `sig.signal` with a regex that strips leading digits and stops before `(`; for unbound signals on PyQt >= 5.11, parse the first `sig.sig",signal_name;repr,No contamination signals detected.
instance_flipt-io__flipt-b22f5f02e40b225b6b93fff472914973422e97c6,SEVERE,wide_tests;scope_creep;weak_coverage,weak_coverage,3,13,4,True,2,0,False,False,0.1600,feature_request,"Introduce a public Copy operation in internal/oci/file.go that accepts ctx context.Context, src Reference, and dst Reference; validates that both references include tags; reuses a single local OCI sto",internal/oci/file.go;Copy;Bundle;Reference;File,"SCOPE_CREEP: 4 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 2 circular dependency(ies) — tests [TestStore_Copy, TestFile] require UNRELATED patch hunks to pass."
instance_element-hq__element-web-f0359a5c180b8fec4329c77adcf967c8d3b7b787-vnan,MINOR,weak_coverage,weak_coverage,1,10,0,False,10,0,False,False,0.1300,enhancement,"Introduce and use a SettingsStore experimental setting named feature_qr_signin_reciprocate_show, default it to disabled, add appropriate user-facing description, and gate LoginWithQRSection, SecurityU",SecurityUserSettingsTab;SessionManagerTab;LoginWithQRSection;SettingsStore;LoginWithQR,No contamination signals detected.
instance_protonmail__webclients-09fcf0dbdb87fa4f4a27700800ee4a3caed8b413,MINOR,scope_creep;weak_coverage,scope_creep,2,18,14,True,2,0,False,False,0.2400,feature_request,"Add an `isFromProton(element: Element): boolean` helper in `applications/mail/src/app/helpers/elements.ts` that evaluates the `IsProton` property for both `Message` and `Conversation` objects, and add",applications/mail/src/app/components/list/VerifiedBadge.tsx;applications/mail/src/app/helpers/elements.ts;isFromProton;VerifiedBadge;Message;Conversation;Element,"SCOPE_CREEP: 14 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 2 circular dependency(ies) — tests [src/app/helpers/elements.test.ts | isFromProton should be an element from Proton, src/app/helpers/elements.test.ts | isFromProton should not be an element from Proton] require UNRELATED patch hunks to pass."
instance_navidrome__navidrome-5001518260732e36d9a42fb8d4c054b28afab310,SEVERE,approach_lock;scope_creep,scope_creep,2,15,1,True,4,0,False,False,0.2700,enhancement,Add a new `user_props` table via migration; define `model.UserPropsRepository` and expose it through `model.DataStore.UserProps`; implement a SQL-backed repository created by `NewUserPropsRepository`/,persistence/user_props_repository.go;model/datastore.go;persistence/persistence.go;Put;Get;Delete;NewUserPropsRepository;UserProps;DataStore.UserProps;SQLStore.UserProps;UserPropsRepository;DataStore;SQLStore,"SCOPE_CREEP: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 4 circular dependency(ies) — tests [TestCore, TestAgents, TestLastFM, TestPersistence] require UNRELATED patch hunks to pass."
instance_ansible__ansible-12734fa21c08a0ce8c84e533abdc560db2eb1955-v7eee2454f617569fd6889f2211f75bc02a35f9f8,CLEAN,clean,clean,1,5,1,True,1,0,False,False,0.1400,bug,"Add explicit YAML representer handling for `AnsibleUndefined` via `represent_undefined(self, data)` in `lib/ansible/parsing/yaml/dumper.py` so `bool(data)` triggers Jinja `StrictUndefined`, and update",docker-compose.yml;/root/docker-compose.yml;lib/ansible/plugins/filter/core.py;lib/ansible/parsing/yaml/dumper.py;to_yaml;to_nice_yaml;indent;represent_undefined;yaml.dump;RepresenterError;AnsibleUndefined;AnsibleFilterError;AnsibleDumper;StrictUndefined,SCOPE_CREEP: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 1 circular dependency(ies) — tests [test_undefined] require UNRELATED patch hunks to pass.
instance_navidrome__navidrome-fa85e2a7816a6fe3829a4c0d8e893e982b0985da,MODERATE,wide_tests;test_mutation,wide_tests,2,14,0,False,2,1,True,True,0.0900,bug,"Use the authenticated user's stable user ID for player ownership and matching instead of the raw username, and make registration update an existing player by id or otherwise find/create by (userId, cl",Players.Register;PlayerRepository.FindMatch;PlayerRepository.Get;PlayerRepository.Read;PlayerRepository.ReadAll;PlayerRepository.Save;PlayerRepository.Update;PlayerRepository.Delete;PlayerRepository.Count;Players;PlayerRepository,WIDE_TESTS: 1 UNRELATED tests beyond problem scope.
instance_NodeBB__NodeBB-2657804c1fb6b84dc76ad3b18ecf061aaab5f29f-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,MINOR,weak_coverage,weak_coverage,1,5,0,False,3,0,False,False,0.1600,bug,,,No contamination signals detected.
instance_ansible__ansible-0fd88717c953b92ed8a50495d55e630eb5d59166-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,MINOR,weak_coverage,weak_coverage,1,3,0,False,4,0,False,False,0.1600,bug,"Parse stored password, salt, and ident values separately from the password file, reuse the saved ident on later runs, and raise explicit errors when parsing fails or when a provided ident conflicts wi",password.txt;lookup;ValueError,No contamination signals detected.
instance_future-architect__vuls-6eff6a9329a65cc412e79b8f82444dfa3d0f0b5a,MINOR,scope_creep;weak_coverage,scope_creep,2,16,2,True,38,0,False,True,0.2500,enhancement,"Introduce `config.EOL` in `config/os.go` with `StandardSupportUntil`, `ExtendedSupportUntil`, and `Ended`, add `IsStandardSupportEnded(now)`, `IsExtendedSuppportEnded(now)`, and `GetEOL(family, releas",config/os.go;util/util.go;IsStandardSupportEnded;IsExtendedSuppportEnded;GetEOL;Major;EOL,"SCOPE_CREEP: 2 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 3 circular dependency(ies) — tests [TestEOL_IsStandardSupportEnded, Test_major, Test_major] require UNRELATED patch hunks to pass."
instance_qutebrowser__qutebrowser-c09e1439f145c66ee3af574386e277dd2388d094-v2ef375ac784985212b1805e1d0431dc8f1b3c171,MINOR,weak_coverage,weak_coverage,1,10,0,False,2,0,False,False,0.1000,enhancement,"Represent cleaned-up processes by keeping their PID in `all_processes` with a `None` value, add a per-`GUIProcess` `_cleanup_timer` with a default 1-hour interval that starts only for successful exits",qutebrowser/misc/guiprocess.py;qutebrowser/browser/qutescheme.py;qutebrowser/completion/models/miscmodels.py;process;qute_process;was_successful;values;GUIProcess;CommandError;NotFoundError;Dict;Optional,No contamination signals detected.
instance_element-hq__element-web-4c6b0d35add7ae8d58f71ea1711587e31081444b-vnan,MINOR,weak_coverage,weak_coverage,1,8,0,False,13,0,False,False,0.1200,bug,"Represent privacy state with the Anonymity enum instead of a single boolean, track enabled and initialised separately, require valid SdkConfig.get().posthog.projectApiKey and apiHost before successful",src/PosthogAnalytics.ts;get;init;trackAnonymousEvent;trackPseudonymousEvent;identifyUser;trackRoomEvent;getRedactedCurrentLocation;isEnabled;isInitialised;setAnonymity;getAnonymity;logout;PosthogAnalytics;SdkConfig,No contamination signals detected.
instance_internetarchive__openlibrary-798055d1a19b8fa0983153b709f460be97e33064-v13642507b4fc1f8d234172bf8129942da2c2ca26,MINOR,weak_coverage,weak_coverage,1,2,0,False,1,0,False,False,0.1800,bug,Change `map_data` to accept a dictionary entry and access feed data using key notation instead of attribute access.,map_data;AttributeError,No contamination signals detected.
instance_gravitational__teleport-32bcd71591c234f0d8b091ec01f1f5cbfdc0f13c-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,MINOR,weak_coverage,weak_coverage,1,15,0,False,7,0,False,True,0.1200,bug,"Add test hooks to simulate device-limit failures in `FakeDeviceService` and expose that service through the test environment, have `Ceremony.RunAdmin` preserve and return `currentDev` plus a `DeviceRe",lib/devicetrust/testenv/fake_device_service.go;lib/devicetrust/testenv/testenv.go;lib/devicetrust/enroll/enroll.go;tool/tsh/common/device.go;printEnrollOutcome;SetDevicesLimitReached;EnrollDevice;testenv.New;testenv.MustNew;WithAutoCreateDevice;RunAdmin;FakeDeviceService;E;Ceremony;devicepb.Device,No contamination signals detected.
instance_ansible__ansible-5f4e332e3762999d94af27746db29ff1729252c1-v0f01c69f1e2528b935359cfe578530722bca2c59,MINOR,weak_coverage,weak_coverage,1,7,1,True,10,0,False,True,0.1800,bug,"Update the configuration coercion path so `get_config_value_and_origin` passes origin information into `ensure_type`, and have `ensure_type` use an `origin_ftype` argument to strip one outer matching ",ansible.cfg;/tmp/ansible_quoted.cfg;get_config_value_and_origin;ensure_type,"SCOPE_CREEP: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 10 circular dependency(ies) — tests [test_ensure_type_unquoting, test_ensure_type_unquoting, test_ensure_type_unquoting, test_ensure_type_unquoting, test_ensure_type_unquoting, test_ensure_type_unquoting, test_ensure_type_unquoting, test_ensure_type_unquoting, test_ensure_type_unquoting, test_ensure_type_unquoting] require UNRELATED patch hunks to pass."
instance_gravitational__teleport-8302d467d160f869b77184e262adbe2fbc95d9ba-vce94f93ad1030e3136852817f2423c1b3ac37bc4,SEVERE,scope_creep;approach_lock;weak_coverage,scope_creep,3,19,9,True,1,0,False,False,0.1200,feature_request,"Add the necessary Touch ID hooks so Register and Login work when Touch ID is available, and expose a DiagResult struct plus a Diag() function in lib/auth/touchid/api.go to report detailed Touch ID dia",lib/auth/touchid/api.go;Register;Login;protocol.ParseCredentialCreationResponseBody;webauthn.CreateCredential;protocol.ParseCredentialRequestResponseBody;webauthn.ValidateLogin;Diag;wanlib.CredentialCreation;wanlib.CredentialCreationResponse;wanlib.CredentialAssertion;wanlib.CredentialAssertionResponse;DiagResult,SCOPE_CREEP: 9 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 1 circular dependency(ies) — tests [TestRegisterAndLogin] require UNRELATED patch hunks to pass.
instance_gravitational__teleport-1b08e7d0dbe68fe530a0f08ad408ec198b7c53fc-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,CLEAN,clean,clean,1,3,0,False,2,0,False,True,0.1700,bug,"Adjust `unixSocket`, `tcpSocket`, and `ParseDisplay` so that local/unix displays resolve to X11 Unix socket paths via `x11SockDir()`, full socket-path displays are recognized when the socket exists, T",unixSocket;x11SockDir;tcpSocket;ParseDisplay;Display,No contamination signals detected.
instance_ansible__ansible-935528e22e5283ee3f63a8772830d3d01f55ed8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,MINOR,scope_creep;weak_coverage,weak_coverage,2,40,3,True,12,0,False,True,0.1800,bug,"Resolve the specified SSH options inside the SSH connection plugin through `get_option()` using standard Ansible precedence, use those resolved values for all runtime decisions, and make reset check/s",get_option,"SCOPE_CREEP: 3 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 12 circular dependency(ies) — tests [test_plugins_connection_ssh_put_file, test_plugins_connection_ssh_put_file, test_plugins_connection_ssh_fetch_file, test_plugins_connection_ssh_fetch_file, test_incorrect_password, test_incorrect_password, test_retry_then_success, test_retry_then_success, test_multiple_failures, test_put_file_retries, test_fetch_file_retries, test_abitrary_exceptions] require UNRELATED patch hunks to pass."
instance_NodeBB__NodeBB-22368b996ee0e5f11a5189b400b33af3cc8d925a-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed,MINOR,weak_coverage,weak_coverage,1,3,0,False,3,0,False,False,0.0800,enhancement,"Move the cleanup flow into a public async method, `Posts.uploads.cleanOrphans()`, in `src/posts/uploads.js`; have it call `Posts.uploads.getOrphans()`, apply the configured expiry cutoff, kick off del",src/posts/uploads.js;Posts.uploads.cleanOrphans;Posts.uploads.getOrphans;file.delete;Date.now;nconf.get;chalk.red,No contamination signals detected.
instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,MINOR,scope_creep;weak_coverage,scope_creep,2,28,12,True,3,0,False,True,0.1600,enhancement,"Extend TracingConfig with SamplingRatio and Propagators fields, validate SamplingRatio is between 0 and 1 and each propagator is one of the allowed values with the specified exact error messages, and ",internal/config/config.go;Default();TracingConfig;TracingPropagator,"SCOPE_CREEP: 12 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 3 circular dependency(ies) — tests [TestLoad, TestLoad, TestJSONSchema] require UNRELATED patch hunks to pass."
instance_future-architect__vuls-ad2edbb8448e2c41a097f1c0b52696c0f6c5924d,MINOR,weak_coverage,weak_coverage,1,68,0,False,7,0,False,True,0.2200,bug,"Consolidate Ubuntu vulnerability detection into the Gost-based path, disable the Ubuntu OVAL pipeline, use a unified retrieval flow for remote and database sources, normalize kernel meta-package versi",ScanResult;PackageFixStatus,No contamination signals detected.
instance_navidrome__navidrome-29bc17acd71596ae92131aca728716baf5af9906,CLEAN,clean,clean,1,9,0,False,1,0,False,False,0.1800,enhancement,"Add a new generic internal cache interface `SimpleCache[V]` in `utils/cache` with a constructor `NewSimpleCache[V]` and methods `Add`, `AddWithTTL`, `Get`, `GetWithLoader`, and `Keys`, then have modul",utils/cache/simple_cache.go;Add;AddWithTTL;Get;GetWithLoader;Keys;NewSimpleCache[V];SimpleCache[V],No contamination signals detected.
instance_internetarchive__openlibrary-ba3abfb6af6e722185d3715929ab0f3e5a134eed-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,MINOR,weak_coverage,weak_coverage,1,11,1,True,51,0,False,True,0.1800,feature_request,"Add an `override-validation=true` query parameter to the `/import/api` POST endpoint, parse it into a boolean in `POST`, pass it through `load()` to `validate_record(override_validation=False)`, and m",openlibrary/plugins/importapi/code.py;openlibrary/catalog/utils/__init__.py;validate_record;POST;load;is_promise_item,"SCOPE_CREEP: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 16 circular dependency(ies) — tests [test_independently_published, test_independently_published, test_independently_published, test_needs_isbn_and_lacks_one, test_needs_isbn_and_lacks_one, test_needs_isbn_and_lacks_one, test_needs_isbn_and_lacks_one, test_needs_isbn_and_lacks_one, test_needs_isbn_and_lacks_one, test_is_promise_item, test_is_promise_item, test_is_promise_item, test_is_promise_item, test_validate_record, test_validate_record, test_validate_record] require UNRELATED patch hunks to pass."
instance_tutao__tutanota-1e516e989b3c0221f4af6b297d9c0e4c43e4adc3-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,SEVERE,approach_lock;scope_creep,scope_creep,2,16,14,True,107,0,False,False,0.2800,enhancement,"Replace uses of getPricesAndConfigProvider with the static async factory PriceAndConfigProvider.getInitializedInstance, while keeping the same initialization arguments and preserving the returned Pric",src/subscription/PriceUtils.ts;getPricesAndConfigProvider;getInitializedInstance;createPriceMock;getSubscriptionPrice;getRawPricingData;getSubscriptionConfig;getSubscriptionType;PriceAndConfigProvider,"SCOPE_CREEP: 14 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 107 circular dependency(ies) — tests [test/tests/api/worker/facades/LoginFacadeTest.js | test suite, test/tests/api/common/utils/LoggerTest.js | test suite, test/tests/api/common/utils/BirthdayUtilsTest.js | test suite, test/tests/api/worker/rest/EntityRestClientTest.js | test suite, test/tests/api/worker/crypto/CryptoFacadeTest.js | test suite, test/tests/api/worker/crypto/OwnerEncSessionKeysUpdateQueueTest.js | test suite, test/tests/api/worker/crypto/CompatibilityTest.js | test suite, test/tests/api/common/error/RestErrorTest.js | test suite, test/tests/api/common/error/TutanotaErrorTest.js | test suite, test/tests/api/worker/rest/RestClientTest.js | test suite, test/tests/api/worker/rest/EntityRestCacheTest.js | test suite, test/tests/api/worker/rest/EphemeralCacheStorageTest.js | test suite, test/tests/api/worker/EventBusClientTest.js | test suite, test/tests/api/worker/search/TokenizerTest.js | test suite, test/tests/api/worker/search/IndexerTest.js | test suite, test/tests/api/worker/search/IndexerCoreTest.js | test suite, test/tests/api/worker/search/ContactIndexerTest.js | test suite, test/tests/api/worker/search/GroupInfoIndexerTest.js | test suite, test/tests/api/worker/search/MailIndexerTest.js | test suite, test/tests/api/worker/search/IndexUtilsTest.js | test suite, test/tests/api/worker/search/SearchFacadeTest.js | test suite, test/tests/api/worker/search/SuggestionFacadeTest.js | test suite, test/tests/api/worker/search/SearchIndexEncodingTest.js | test suite, test/tests/serviceworker/SwTest.js | test suite, test/tests/api/worker/search/EventQueueTest.js | test suite, test/tests/api/worker/facades/MailFacadeTest.js | test suite, test/tests/api/worker/facades/CalendarFacadeTest.js | test suite, test/tests/api/worker/facades/UserFacadeTest.js | test suite, test/tests/api/worker/SuspensionHandlerTest.js | test suite, test/tests/api/worker/facades/ConfigurationDbTest.js | test suite, test/tests/api/worker/CompressionTest.js | test suite, test/tests/api/common/utils/PlainTextSearchTest.js | test suite, test/tests/api/common/utils/EntityUtilsTest.js | test suite, test/tests/api/worker/rest/CborDateEncoderTest.js | test suite, test/tests/api/worker/facades/BlobFacadeTest.js | test suite, test/tests/api/worker/facades/BlobAccessTokenFacadeTest.js | test suite, test/tests/api/worker/utils/SleepDetectorTest.js | test suite, test/tests/api/worker/rest/ServiceExecutorTest.js | test suite, test/tests/api/worker/rest/CacheStorageProxyTest.js | test suite, test/tests/contacts/VCardExporterTest.js | test suite, test/tests/contacts/VCardImporterTest.js | test suite, test/tests/misc/ClientDetectorTest.js | test suite, test/tests/misc/LanguageViewModelTest.js | test suite, test/tests/api/common/utils/CommonFormatterTest.js | test suite, test/tests/misc/FormatterTest.js | test suite, test/tests/api/worker/UrlifierTest.js | test suite, test/tests/misc/PasswordUtilsTest.js | test suite, test/tests/gui/animation/AnimationsTest.js | test suite, test/tests/gui/ThemeControllerTest.js | test suite, test/tests/api/main/EntropyCollectorTest.js | test suite, test/tests/misc/HtmlSanitizerTest.js | test suite, test/tests/mail/InboxRuleHandlerTest.js | test suite, test/tests/mail/MailUtilsSignatureTest.js | test suite, test/tests/mail/MailModelTest.js | test suite, test/tests/contacts/ContactUtilsTest.js | test suite, test/tests/contacts/ContactMergeUtilsTest.js | test suite, test/tests/calendar/CalendarModelTest.js | test suite, test/tests/calendar/CalendarUtilsTest.js | test suite, test/tests/calendar/CalendarParserTest.js | test suite, test/tests/calendar/CalendarImporterTest.js | test suite, test/tests/calendar/AlarmSchedulerTest.js | test suite, test/tests/support/FaqModelTest.js | test suite, test/tests/gui/base/WizardDialogNTest.js | test suite, test/tests/calendar/eventeditor/CalendarEventWhenModelTest.js | test suite, test/tests/calendar/eventeditor/CalendarEventWhoModelTest.js | test suite, test/tests/calendar/eventeditor/CalendarEventAlarmModelTest.js | test suite, test/tests/calendar/eventeditor/CalendarEventModelTest.js | test suite, test/tests/gui/ColorTest.js | test suite, test/tests/mail/SendMailModelTest.js | test suite, test/tests/misc/OutOfOfficeNotificationTest.js | test suite, test/tests/subscription/PriceUtilsTest.js | test suite, test/tests/subscription/SubscriptionUtilsTest.js | test suite, test/tests/subscription/CreditCardViewModelTest.js | test suite, test/tests/mail/TemplateSearchFilterTest.js | test suite, test/tests/mail/KnowledgeBaseSearchFilterTest.js | test suite, test/tests/mail/export/ExporterTest.js | test suite, test/tests/mail/export/BundlerTest.js | test suite, test/tests/api/common/utils/FileUtilsTest.js | test suite, test/tests/gui/GuiUtilsTest.js | test suite, test/tests/misc/ParserTest.js | test suite, test/tests/misc/news/items/ReferralLinkNewsTest.js | test suite, test/tests/settings/TemplateEditorModelTest.js | test suite, test/tests/settings/mailaddress/MailAddressTableModelTest.js | test suite, test/tests/settings/UserDataExportTest.js | test suite, test/tests/settings/login/secondfactor/SecondFactorEditModelTest.js | test suite, test/tests/misc/SchedulerTest.js | test suite, test/tests/misc/parsing/MailAddressParserTest.js | test suite, test/tests/misc/FormatValidatorTest.js | test suite, test/tests/settings/whitelabel/CustomColorEditorTest.js | test suite, test/tests/login/LoginViewModelTest.js | test suite, test/tests/misc/credentials/CredentialsProviderTest.js | test suite, test/tests/misc/DeviceConfigTest.js | test suite, test/tests/calendar/EventDragHandlerTest.js | test suite, test/tests/calendar/CalendarGuiUtilsTest.js | test suite, test/tests/calendar/CalendarViewModelTest.js | test suite, test/tests/misc/credentials/NativeCredentialsEncryptionTest.js | test suite, test/tests/misc/credentials/CredentialsKeyProviderTest.js | test suite, test/tests/misc/webauthn/WebauthnClientTest.js | test suite, test/tests/translations/TranslationKeysTest.js | test suite, test/tests/misc/UsageTestModelTest.js | test suite, test/tests/misc/NewsModelTest.js | test suite, test/tests/file/FileControllerTest.js | test suite, test/tests/api/worker/rest/CustomCacheHandlerTest.js | test suite, test/tests/misc/RecipientsModelTest.js | test suite, test/tests/api/worker/facades/MailAddressFacadeTest.js | test suite, test/tests/mail/model/FolderSystemTest.js | test suite, test/tests/misc/ListModelTest.js | test suite] require UNRELATED patch hunks to pass."
instance_tutao__tutanota-f3ffe17af6e8ab007e8d461355057ad237846d9d-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,CLEAN,clean,clean,1,29,0,False,107,0,False,False,0.3900,enhancement,"Introduce a dedicated EntropyFacade that centralizes entropy management, have EntropyCollector submit entropy through it instead of direct worker RPC, have LoginFacade use it for entropy storage durin",src/api/worker/facades/EntropyFacade.ts;lib/backend/helpers.go;addEntropy;storeEntropy;FlagKey;WorkerImpl;LoginFacade;EntropyCollector;WorkerClient;EntropyFacade;UserFacade;IServiceExecutor;Randomizer;EntropyDataChunk;EntropySource,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_protonmail__webclients-944adbfe06644be0789f59b78395bdd8567d8547,CLEAN,clean,clean,1,2,0,False,9,0,False,False,0.0600,feature_request,"Introduce an `observeApiError` function in `@proton/metrics` that inspects `error.status`, maps it to `'4xx'`, `'5xx'`, or `'failure'`, calls a provided observer callback once with that value, and exp",packages/metrics/lib/observeApiError.ts;packages/metrics/index.ts;observeApiError,No contamination signals detected.
instance_gravitational__teleport-b1bcd8b90c474a35bb11cc3ef4cc8941e1f8eab2-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,CLEAN,clean,clean,1,3,0,False,4,0,False,True,0.1500,bug,"Track connections only when they reach Active after the TLS handshake, skip non-TLS connections, prevent adding the same connection more than once, determine authentication by checking that the underl",net.Conn;tls.Conn,No contamination signals detected.
